"SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"CD83","9308","ENSG00000112149","CD83 molecule"
"TENT4B","64282","ENSG00000121274","terminal nucleotidyltransferase 4B"
"DCUN1D4","23142","ENSG00000109184","defective in cullin neddylation 1 domain containing 4"
"PRDM15","63977","ENSG00000141956","PR/SET domain 15"
"U2AF1L4","199746","ENSG00000161265","U2 small nuclear RNA auxiliary factor 1 like 4"
"HAGH","3029","ENSG00000063854","hydroxyacylglutathione hydrolase"
"COA3","28958","ENSG00000183978","cytochrome c oxidase assembly factor 3"
"YARS2","51067","ENSG00000139131","tyrosyl-tRNA synthetase 2"
"MAPK8IP3","23162","ENSG00000138834","mitogen-activated protein kinase 8 interacting protein 3"
"CCDC112","153733","ENSG00000164221","coiled-coil domain containing 112"
"PHF11","51131","ENSG00000136147","PHD finger protein 11"
"ASB1","51665","ENSG00000065802","ankyrin repeat and SOCS box containing 1"
"MTMR12","54545","ENSG00000150712","myotubularin related protein 12"
"MINDY2","54629","ENSG00000128923","MINDY lysine 48 deubiquitinase 2"
"RUFY1","80230","ENSG00000176783","RUN and FYVE domain containing 1"
"SLC26A6","65010","ENSG00000225697","solute carrier family 26 member 6"
"SIDT2","51092","ENSG00000149577","SID1 transmembrane family member 2"
"RHBDD2","57414","ENSG00000005486","rhomboid domain containing 2"
"ERAP1","51752","ENSG00000164307","endoplasmic reticulum aminopeptidase 1"
"EFL1","79631","ENSG00000140598","elongation factor like GTPase 1"
"TMEM70","54968","ENSG00000175606","transmembrane protein 70"
"LINS1","55180","ENSG00000140471","lines homolog 1"
"NCALD","83988","ENSG00000104490","neurocalcin delta"
"CRCP","27297","ENSG00000241258","CGRP receptor component"
"ZXDC","79364","ENSG00000070476","ZXD family zinc finger C"
"VCPKMT","79609","ENSG00000100483","valosin containing protein lysine methyltransferase"
"PPAN-P2RY11","692312","ENSG00000243207","PPAN-P2RY11 readthrough"
"HSF4","3299","ENSG00000102878","heat shock transcription factor 4"
"INCENP","3619","ENSG00000149503","inner centromere protein"
"UEVLD","55293","ENSG00000151116","UEV and lactate/malate dehyrogenase domains"
"KIAA0895L",NA,NA,NA
"HIST2H2AA4",NA,NA,NA
"GDAP1","54332","ENSG00000104381","ganglioside induced differentiation associated protein 1"
"ABCE1","6059","ENSG00000164163","ATP binding cassette subfamily E member 1"
"FAM110A","83541","ENSG00000125898","family with sequence similarity 110 member A"
"CYLD","1540","ENSG00000083799","CYLD lysine 63 deubiquitinase"
"RALGDS","5900","ENSG00000160271","ral guanine nucleotide dissociation stimulator"
"PGP","283871","ENSG00000184207","phosphoglycolate phosphatase"
"CEP63","80254","ENSG00000182923","centrosomal protein 63"
"PREPL","9581","ENSG00000138078","prolyl endopeptidase like"
"PPP4R1","9989","ENSG00000154845","protein phosphatase 4 regulatory subunit 1"
"NAAA","27163","ENSG00000138744","N-acylethanolamine acid amidase"
"USP44","84101","ENSG00000136014","ubiquitin specific peptidase 44"
"CEP170","9859","ENSG00000143702","centrosomal protein 170"
"ANKZF1","55139","ENSG00000163516","ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1"
"PSPC1","55269","ENSG00000121390","paraspeckle component 1"
"SLC16A3","9123","ENSG00000141526","solute carrier family 16 member 3"
"NSD2","7468","ENSG00000109685","nuclear receptor binding SET domain protein 2"
"CAST","831","ENSG00000310517","calpastatin"
"STK26","51765","ENSG00000134602","serine/threonine kinase 26"
"TRAPPC5","126003","ENSG00000181029","trafficking protein particle complex subunit 5"
"TMEM80","283232","ENSG00000177042","transmembrane protein 80"
"PSAP","5660","ENSG00000197746","prosaposin"
"SUMF2","25870","ENSG00000129103","sulfatase modifying factor 2"
"GSDMB","55876","ENSG00000073605","gasdermin B"
"ABHD12","26090","ENSG00000100997","abhydrolase domain containing 12, lysophospholipase"
"ACBD5","91452","ENSG00000107897","acyl-CoA binding domain containing 5"
"CEP85L","387119","ENSG00000111860","centrosomal protein 85 like"
"CARHSP1","23589","ENSG00000153048","calcium regulated heat stable protein 1"
"GEMIN8","54960","ENSG00000046647","gem nuclear organelle associated protein 8"
"TPK1","27010","ENSG00000196511","thiamin pyrophosphokinase 1"
"DLGAP4","22839","ENSG00000080845","DLG associated protein 4"
"SLC12A6","9990","ENSG00000140199","solute carrier family 12 member 6"
"DEFA1B","728358","ENSG00000240247","defensin alpha 1B"
"ZNF706","51123","ENSG00000120963","zinc finger protein 706"
"C2orf88","84281","ENSG00000187699","chromosome 2 open reading frame 88"
"COASY","80347","ENSG00000068120","Coenzyme A synthase"
"SLC9A6","10479","ENSG00000198689","solute carrier family 9 member A6"
"MAZ","4150","ENSG00000103495","MYC associated zinc finger protein"
"NCBP2","22916","ENSG00000114503","nuclear cap binding protein subunit 2"
"LTBP4","8425","ENSG00000090006","latent transforming growth factor beta binding protein 4"
"ATPAF1","64756","ENSG00000123472","ATP synthase mitochondrial F1 complex assembly factor 1"
"FEZ2","9637","ENSG00000171055","fasciculation and elongation protein zeta 2"
"NSL1","25936","ENSG00000117697","NSL1 component of MIS12 kinetochore complex"
"SMC2","10592","ENSG00000136824","structural maintenance of chromosomes 2"
"TATDN3","128387","ENSG00000203705","TatD DNase domain containing 3"
"FRS2","10818","ENSG00000166225","fibroblast growth factor receptor substrate 2"
"EIF4G2","1982","ENSG00000110321","eukaryotic translation initiation factor 4 gamma 2"
"CHD2","1106","ENSG00000173575","chromodomain helicase DNA binding protein 2"
"ENGASE","64772","ENSG00000167280","endo-beta-N-acetylglucosaminidase"
"CRTC3","64784","ENSG00000140577","CREB regulated transcription coactivator 3"
"RRBP1","6238","ENSG00000125844","ribosome binding protein 1"
"SNUPN","10073","ENSG00000169371","snurportin 1"
"TMEM8B","51754","ENSG00000137103","transmembrane protein 8B"
"POT1","25913","ENSG00000128513","protection of telomeres 1"
"TMEM91","641649","ENSG00000142046","transmembrane protein 91"
"MAP4K1","11184","ENSG00000104814","mitogen-activated protein kinase kinase kinase kinase 1"
"TTC14","151613","ENSG00000163728","tetratricopeptide repeat domain 14"
"KDM5A","5927","ENSG00000073614","lysine demethylase 5A"
"DBNDD1","79007","ENSG00000003249","dysbindin domain containing 1"
"PIGY","84992","ENSG00000255072","phosphatidylinositol glycan anchor biosynthesis class Y"
"PARP2","10038","ENSG00000129484","poly(ADP-ribose) polymerase 2"
"SDHAF1","644096","ENSG00000205138","succinate dehydrogenase complex assembly factor 1"
"SNX21","90203","ENSG00000124104","sorting nexin family member 21"
"NGDN","25983","ENSG00000129460","neuroguidin"
"TRAK1","22906","ENSG00000182606","trafficking kinesin protein 1"
"PLEKHG5","57449","ENSG00000171680","pleckstrin homology and RhoGEF domain containing G5"
"RHOC","389","ENSG00000155366","ras homolog family member C"
"RERE","473","ENSG00000142599","arginine-glutamic acid dipeptide repeats"
"SHPRH","257218","ENSG00000146414","SNF2 histone linker PHD RING helicase"
"LGALS9B","284194","ENSG00000170298","galectin 9B"
"WDPCP","51057","ENSG00000143951","WD repeat containing planar cell polarity effector"
"SHISAL2A","348378","ENSG00000182183","shisa like 2A"
"ZSWIM7","125150","ENSG00000214941","zinc finger SWIM-type containing 7"
"GTPBP10","85865","ENSG00000105793","GTP binding protein 10"
"NECTIN2","5819","ENSG00000130202","nectin cell adhesion molecule 2"
"FGR","2268","ENSG00000000938","FGR proto-oncogene, Src family tyrosine kinase"
"SEC24B","10427","ENSG00000138802","SEC24 homolog B, COPII coat complex component"
"STAG2","10735","ENSG00000101972","STAG2 cohesin complex component"
"LCK","3932","ENSG00000182866","LCK proto-oncogene, Src family tyrosine kinase"
"ELMSAN1",NA,NA,NA
"TPM3","7170","ENSG00000143549","tropomyosin 3"
"SMAP1","60682","ENSG00000112305","small ArfGAP 1"
"TMEM237","65062","ENSG00000155755","transmembrane protein 237"
"ZNF557","79230","ENSG00000130544","zinc finger protein 557"
"SLA","6503","ENSG00000155926","Src like adaptor"
"SLC12A2","6558","ENSG00000064651","solute carrier family 12 member 2"
"DPH3","285381","ENSG00000154813","diphthamide biosynthesis 3"
"SRD5A1","6715","ENSG00000145545","steroid 5 alpha-reductase 1"
"SLC7A3","84889","ENSG00000165349","solute carrier family 7 member 3"
"MUTYH","4595","ENSG00000132781","mutY DNA glycosylase"
"PHACTR4","65979","ENSG00000204138","phosphatase and actin regulator 4"
"RCC1","1104","ENSG00000180198","regulator of chromosome condensation 1"
"HIPK3","10114","ENSG00000110422","homeodomain interacting protein kinase 3"
"REC8","9985","ENSG00000100918","REC8 meiotic recombination protein"
"CLCC1","23155","ENSG00000121940","chloride channel CLIC like 1"
"SCYL1","57410","ENSG00000142186","SCY1 like pseudokinase 1"
"DBNDD2","55861","ENSG00000244274","dysbindin domain containing 2"
"UBL5","59286","ENSG00000198258","ubiquitin like 5"
"SMIM15","643155","ENSG00000188725","small integral membrane protein 15"
"SSTR3","6753","ENSG00000278195","somatostatin receptor 3"
"SULT1A2","6799","ENSG00000197165","sulfotransferase family 1A member 2"
"SULT1A1","6817","ENSG00000196502","sulfotransferase family 1A member 1"
"TBXA2R","6915","ENSG00000006638","thromboxane A2 receptor"
"TBXAS1","6916","ENSG00000059377","thromboxane A synthase 1"
"TCN1","6947","ENSG00000134827","transcobalamin 1"
"TKT","7086","ENSG00000163931","transketolase"
"TNFRSF1A","7132","ENSG00000067182","TNF receptor superfamily member 1A"
"TNFRSF1B","7133","ENSG00000028137","TNF receptor superfamily member 1B"
"TOP2A","7153","ENSG00000131747","DNA topoisomerase II alpha"
"TOP2B","7155","ENSG00000077097","DNA topoisomerase II beta"
"TUBB2A","7280","ENSG00000137267","tubulin beta 2A class IIa"
"TUBG1","7283","ENSG00000131462","tubulin gamma 1"
"MZT1","440145","ENSG00000204899","mitotic spindle organizing protein 1"
"TYMS","7298","ENSG00000176890","thymidylate synthetase"
"SKAP1","8631","ENSG00000141293","src kinase associated phosphoprotein 1"
"ACSS2","55902","ENSG00000131069","acyl-CoA synthetase short chain family member 2"
"TMUB2","79089","ENSG00000168591","transmembrane and ubiquitin like domain containing 2"
"ZNF626","199777","ENSG00000188171","zinc finger protein 626"
"ZNF493","284443","ENSG00000196268","zinc finger protein 493"
"LYRM9","201229","ENSG00000232859","LYR motif containing 9"
"UBTF","7343","ENSG00000108312","upstream binding transcription factor"
"ZNF391","346157","ENSG00000124613","zinc finger protein 391"
"SLC7A6","9057","ENSG00000103064","solute carrier family 7 member 6"
"QSER1","79832","ENSG00000060749","glutamine and serine rich 1"
"ZC3H13","23091","ENSG00000123200","zinc finger CCCH-type containing 13"
"METTL9","51108","ENSG00000197006","methyltransferase 9, His-X-His N1(pi)-histidine"
"CDC14B","8555","ENSG00000081377","cell division cycle 14B"
"TSC2","7249","ENSG00000103197","TSC complex subunit 2"
"GPBAR1","151306","ENSG00000179921","G protein-coupled bile acid receptor 1"
"ZNF436","80818","ENSG00000125945","zinc finger protein 436"
"ATG9A","79065","ENSG00000198925","autophagy related 9A"
"SREK1","140890","ENSG00000153914","splicing regulatory glutamic acid and lysine rich protein 1"
"SENP7","57337","ENSG00000138468","SUMO specific peptidase 7"
"SEC31A","22872","ENSG00000138674","SEC31 homolog A, COPII coat complex component"
"SPPL2B","56928","ENSG00000005206","signal peptide peptidase like 2B"
"RNF214","257160","ENSG00000167257","ring finger protein 214"
"SLC25A45","283130","ENSG00000162241","solute carrier family 25 member 45"
"DEPDC7","91614","ENSG00000121690","DEP domain containing 7"
"NCOR2","9612","ENSG00000196498","nuclear receptor corepressor 2"
"UBXN11","91544","ENSG00000158062","UBX domain protein 11"
"TMPRSS13","84000","ENSG00000137747","transmembrane serine protease 13"
"ZFYVE19","84936","ENSG00000166140","zinc finger FYVE-type containing 19"
"WIPF1","7456","ENSG00000115935","WAS/WASL interacting protein family member 1"
"ZNF682","91120","ENSG00000197124","zinc finger protein 682"
"RBM23","55147","ENSG00000100461","RNA binding motif protein 23"
"POMT1","10585","ENSG00000130714","protein O-mannosyltransferase 1"
"DPH5","51611","ENSG00000117543","diphthamide biosynthesis 5"
"IRF2BP2","359948","ENSG00000168264","interferon regulatory factor 2 binding protein 2"
"PNKD","25953","ENSG00000127838","PNKD metallo-beta-lactamase domain containing"
"ACVRL1","94","ENSG00000139567","activin A receptor like type 1"
"ZNF586","54807","ENSG00000083828","zinc finger protein 586"
"BCLAF1","9774","ENSG00000029363","BCL2 associated transcription factor 1"
"HNRNPC","3183","ENSG00000092199","heterogeneous nuclear ribonucleoprotein C"
"JADE3","9767","ENSG00000102221","jade family PHD finger 3"
"TSEN34","79042","ENSG00000170892","tRNA splicing endonuclease subunit 34"
"PPCS","79717","ENSG00000127125","phosphopantothenoylcysteine synthetase"
"SLC38A1","81539","ENSG00000111371","solute carrier family 38 member 1"
"NFKB2","4791","ENSG00000077150","nuclear factor kappa B subunit 2"
"PRR3","80742","ENSG00000204576","proline rich 3"
"FAM222B","55731","ENSG00000173065","family with sequence similarity 222 member B"
"TCF19","6941","ENSG00000137310","transcription factor 19"
"SLC39A7","7922","ENSG00000112473","solute carrier family 39 member 7"
"MTMR14","64419","ENSG00000163719","myotubularin related protein 14"
"JRK","8629","ENSG00000234616","Jrk helix-turn-helix protein"
"UBXN2B","137886","ENSG00000215114","UBX domain protein 2B"
"ZNF846","162993","ENSG00000196605","zinc finger protein 846"
"APH1A","51107","ENSG00000117362","aph-1 homolog A, gamma-secretase subunit"
"RAB6D","150786","ENSG00000233087","RAB6D, member RAS oncogene family"
"TNFAIP8","25816","ENSG00000145779","TNF alpha induced protein 8"
"URGCP","55665","ENSG00000106608","upregulator of cell proliferation"
"AGAP6","414189","ENSG00000204149","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
"ALG9","79796","ENSG00000086848","ALG9 alpha-1,2-mannosyltransferase"
"MIER1","57708","ENSG00000198160","MIER1 transcriptional regulator"
"FAM110C","642273","ENSG00000184731","family with sequence similarity 110 member C"
"SRSF1","6426","ENSG00000136450","serine and arginine rich splicing factor 1"
"RGPD2","729857","ENSG00000185304","RANBP2 like and GRIP domain containing 2"
"RTL8C","8933","ENSG00000134590","retrotransposon Gag like 8C"
"RTL8A","26071","ENSG00000203950","retrotransposon Gag like 8A"
"SLC29A1","2030","ENSG00000112759","solute carrier family 29 member 1 (Augustine blood group)"
"CDC16","8881","ENSG00000130177","cell division cycle 16"
"TMEM134","80194","ENSG00000172663","transmembrane protein 134"
"UBN1","29855","ENSG00000118900","ubinuclein 1"
"TBCE","6905","ENSG00000284770","tubulin folding cofactor E"
"MED24","9862","ENSG00000008838","mediator complex subunit 24"
"FAM177A1","283635","ENSG00000151327","family with sequence similarity 177 member A1"
"KTN1","3895","ENSG00000126777","kinectin 1"
"IKZF2","22807","ENSG00000030419","IKAROS family zinc finger 2"
"TRAPPC6B","122553","ENSG00000182400","trafficking protein particle complex subunit 6B"
"XBP1","7494","ENSG00000100219","X-box binding protein 1"
"HNRNPUL2","221092","ENSG00000214753","heterogeneous nuclear ribonucleoprotein U like 2"
"CAB39L","81617","ENSG00000102547","calcium binding protein 39 like"
"FNDC3A","22862","ENSG00000102531","fibronectin type III domain containing 3A"
"KIAA1191","57179","ENSG00000122203","KIAA1191"
"N4BP2L1","90634","ENSG00000139597","NEDD4 binding protein 2 like 1"
"MS4A14","84689","ENSG00000166928","membrane spanning 4-domains A14"
"FKTN","2218","ENSG00000106692","fukutin"
"PGA4","643847","ENSG00000229183","pepsinogen A4"
"TMEM183B",NA,NA,NA
"DIAPH1","1729","ENSG00000131504","diaphanous related formin 1"
"NLRP3","114548","ENSG00000162711","NLR family pyrin domain containing 3"
"LAMA2","3908","ENSG00000196569","laminin subunit alpha 2"
"OCIAD1","54940","ENSG00000109180","OCIA domain containing 1"
"CASZ1","54897","ENSG00000130940","castor zinc finger 1"
"CREBBP","1387","ENSG00000005339","CREB binding protein"
"DBI","1622","ENSG00000155368","diazepam binding inhibitor, acyl-CoA binding protein"
"TAX1BP1","8887","ENSG00000106052","Tax1 binding protein 1"
"BCS1L","617","ENSG00000074582","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
"CUL4B","8450","ENSG00000158290","cullin 4B"
"VAV3","10451","ENSG00000134215","vav guanine nucleotide exchange factor 3"
"RASA4","10156","ENSG00000105808","RAS p21 protein activator 4"
"PRKD2","25865","ENSG00000105287","protein kinase D2"
"ZNF331","55422","ENSG00000130844","zinc finger protein 331"
"ZAP70","7535","ENSG00000115085","zeta chain of T cell receptor associated protein kinase 70"
"CASP8","841","ENSG00000064012","caspase 8"
"ARHGAP9","64333","ENSG00000123329","Rho GTPase activating protein 9"
"SP100","6672","ENSG00000067066","SP100 nuclear antigen"
"DENND11","57189","ENSG00000257093","DENN domain containing 11"
"SPIDR","23514","ENSG00000164808","scaffold protein involved in DNA repair"
"AATK","9625","ENSG00000181409","apoptosis associated tyrosine kinase"
"PPM1N","147699","ENSG00000213889","protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"
"FBXO41","150726","ENSG00000163013","F-box protein 41"
"ZBTB38","253461","ENSG00000177311","zinc finger and BTB domain containing 38"
