"transcript_id","gene_symbol"
"NM_001170544>PGAM5","PGAM5"
"NM_001170553>VSIG1","VSIG1"
"NM_001170564>HHAT","HHAT"
"NM_001170569>CXorf56","CXorf56"
"NM_001170570>CXorf56","CXorf56"
"NM_001170585>PLB1","PLB1"
"NM_001170587>HHAT","HHAT"
"NM_001170628>AFF2","AFF2"
"NM_001170629>CHD8","CHD8"
"NM_001170634>FUS","FUS"
"NM_001170635>PLPPR2","PLPPR2"
"NM_001170637>SRGAP2","SRGAP2"
"NM_001170639>CDK20","CDK20"
"NM_001170640>CDK20","CDK20"
"NM_001170649>LAS1L","LAS1L"
"NM_001170650>LAS1L","LAS1L"
"NM_001170670>ZNHIT6","ZNHIT6"
"NM_001170686>MIB2","MIB2"
"NM_001170687>MIB2","MIB2"
"NM_001170688>MIB2","MIB2"
"NM_001170689>MIB2","MIB2"
"NM_001170700>DTHD1","DTHD1"
"NM_001170701>MBNL3","MBNL3"
"NM_001170702>MBNL3","MBNL3"
"NM_001170703>MBNL3","MBNL3"
"NM_001170704>MBNL3","MBNL3"
"NM_001170738>IQSEC3","IQSEC3"
"NM_001170755>NBPF15","NBPF15"
"NM_001170756>FAM122B","FAM122B"
"NM_001170757>FAM122B","FAM122B"
"NM_001170765>LCOR","LCOR"
"NM_001170766>LCOR","LCOR"
"NM_001170783>FAM122C","FAM122C"
"NM_001170784>FAM122C","FAM122C"
"NM_001170791>RMDN2","RMDN2"
"NM_001170794>BACH2","BACH2"
"NM_001170795>ATRAID","ATRAID"
"NM_001170797>ZFAND1","ZFAND1"
"NM_001170803>LARP4","LARP4"
"NM_001170820>IFITM10","IFITM10"
"NM_001170880>GPR137","GPR137"
"NM_001170881>GPR137","GPR137"
"NM_001170905>ZNF736","ZNF736"
"NM_001170931>FOXO4","FOXO4"
"NM_001170937>FUS","FUS"
"NM_001170938>ISYNA1","ISYNA1"
"NM_001171080>RBM41","RBM41"
"NM_001171083>SMPD4","SMPD4"
"NM_001171091>UBXN6","UBXN6"
"NM_001171093>FAM131A","FAM131A"
"NM_001171132>FAM3A","FAM3A"
"NM_001171133>FAM3A","FAM3A"
"NM_001171134>FAM3A","FAM3A"
"NM_001171135.1>ZBED1","ZBED1"
"NM_001171135>ZBED1","ZBED1"
"NM_001171136.1>ZBED1","ZBED1"
"NM_001171136>ZBED1","ZBED1"
"NM_001171137>STRBP","STRBP"
"NM_001171155>PET100","PET100"
"NM_001171156>SIGLEC10","SIGLEC10"
"NM_001171157>SIGLEC10","SIGLEC10"
"NM_001171158>SIGLEC10","SIGLEC10"
"NM_001171159>SIGLEC10","SIGLEC10"
"NM_001171161>SIGLEC10","SIGLEC10"
"NM_001171162>ZMYM3","ZMYM3"
"NM_001171166>CAMTA2","CAMTA2"
"NM_001171168>CAMTA2","CAMTA2"
"NM_001171171>CX3CR1","CX3CR1"
"NM_001171172>CX3CR1","CX3CR1"
"NM_001171174>CX3CR1","CX3CR1"
"NM_001171182>CENPL","CENPL"
"NM_001171201>UBAP1","UBAP1"
"NM_001171202>UBAP1","UBAP1"
"NM_001171203>UBAP1","UBAP1"
"NM_001171204>UBAP1","UBAP1"
"NM_001171251>C17orf53","C17orf53"
"NM_001171506>MCFD2","MCFD2"
"NM_001171507>MCFD2","MCFD2"
"NM_001171508>MCFD2","MCFD2"
"NM_001171509>MCFD2","MCFD2"
"NM_001171510>MCFD2","MCFD2"
"NM_001171511>MCFD2","MCFD2"
"NM_001171581>ITM2A","ITM2A"
"NM_001171603>PREPL","PREPL"
"NM_001171606>PREPL","PREPL"
"NM_001171613>PREPL","PREPL"
"NM_001171617>PREPL","PREPL"
"NM_001171628>VEGFA","VEGFA"
"NM_001171653>ZEB2","ZEB2"
"NM_001171654>KLHL5","KLHL5"
"NM_001171660>CYB5R3","CYB5R3"
"NM_001171661>CYB5R3","CYB5R3"
"NM_001171740>C3orf18","C3orf18"
"NM_001171741>C3orf18","C3orf18"
"NM_001171743>C3orf18","C3orf18"
"NM_001171795>TRIQK","TRIQK"
"NM_001171796>TRIQK","TRIQK"
"NM_001171797>TRIQK","TRIQK"
"NM_001171799>TRIQK","TRIQK"
"NM_001171805>TENT4A","TENT4A"
"NM_001171811>GBA","GBA"
"NM_001171812>GBA","GBA"
"NM_001171814>OAT","OAT"
"NM_001171815>RNF166","RNF166"
"NM_001171816>RNF166","RNF166"
"NM_001171818>PPARD","PPARD"
"NM_001171819>PPARD","PPARD"
"NM_001171820>PPARD","PPARD"
"NM_001171887>FGFR1OP2","FGFR1OP2"
"NM_001171888>FGFR1OP2","FGFR1OP2"
"NM_001171894>MEF2A","MEF2A"
"NM_001171904>DCAF1","DCAF1"
"NM_001171905>NUDT16","NUDT16"
"NM_001171906>NUDT16","NUDT16"
"NM_001171907>CXorf40A","CXorf40A"
"NM_001171908>CXorf40A","CXorf40A"
"NM_001171909>CXorf40A","CXorf40A"
"NM_001171930>CDH23","CDH23"
"NM_001171931>CDH23","CDH23"
"NM_001171933>CDH23","CDH23"
"NM_001171934>CDH23","CDH23"
"NM_001171936>CDH23","CDH23"
"NM_001171944>SUN1","SUN1"
"NM_001171948>KXD1","KXD1"
"NM_001171949>KXD1","KXD1"
"NM_001171976>CDHR2","CDHR2"
"NM_001171979>ZNF829","ZNF829"
"NM_001171990>SETD9","SETD9"
"NM_001171991>HCCS","HCCS"
"NM_001171>ABCC6","ABCC6"
"NM_001172085>TBP","TBP"
"NM_001172086>PEX2","PEX2"
"NM_001172087>PEX2","PEX2"
"NM_001172105>GRAMD1C","GRAMD1C"
"NM_001172128>IL16","IL16"
"NM_001172129>HCK","HCK"
"NM_001172130>HCK","HCK"
"NM_001172131>HCK","HCK"
"NM_001172132>HCK","HCK"
"NM_001172133>HCK","HCK"
"NM_001172218>SCMH1","SCMH1"
"NM_001172219>SCMH1","SCMH1"
"NM_001172220>SCMH1","SCMH1"
"NM_001172221>SCMH1","SCMH1"
"NM_001172222>SCMH1","SCMH1"
"NM_001172225>ZNF540","ZNF540"
"NM_001172226>ZNF540","ZNF540"
"NM_001172303>MASTL","MASTL"
"NM_001172304>MASTL","MASTL"
"NM_001172309>NEXN","NEXN"
"NM_001172411>VANGL1","VANGL1"
"NM_001172412>VANGL1","VANGL1"
"NM_001172415>BAG1","BAG1"
"NM_001172418>BTBD9","BTBD9"
"NM_001172420>EFHC1","EFHC1"
"NM_001172428>KLHL7","KLHL7"
"NM_001172430>AMPD3","AMPD3"
"NM_001172431>AMPD3","AMPD3"
"NM_001172432>PHKG2","PHKG2"
"NM_001172435>RAB3GAP1","RAB3GAP1"
"NM_001172477>RRM2B","RRM2B"
"NM_001172478>RRM2B","RRM2B"
"NM_001172562>INTS9","INTS9"
"NM_001172566>MYD88","MYD88"
"NM_001172567>MYD88","MYD88"
"NM_001172568>MYD88","MYD88"
"NM_001172569>MYD88","MYD88"
"NM_001172574>MCPH1","MCPH1"
"NM_001172623>NEO1","NEO1"
"NM_001172624>NEO1","NEO1"
"NM_001172630>ARHGAP33","ARHGAP33"
"NM_001172631>TECPR2","TECPR2"
"NM_001172632>OLR1","OLR1"
"NM_001172638>ZFP62","ZFP62"
"NM_001172639>CELF1","CELF1"
"NM_001172640>CELF1","CELF1"
"NM_001172643>TK2","TK2"
"NM_001172644>TK2","TK2"
"NM_001172645>TK2","TK2"
"NM_001172651>ZNF177","ZNF177"
"NM_001172655>ZNF701","ZNF701"
"NM_001172656>ZFYVE28","ZFYVE28"
"NM_001172659>ZFYVE28","ZFYVE28"
"NM_001172663>RAB40C","RAB40C"
"NM_001172664>RAB40C","RAB40C"
"NM_001172665>RAB40C","RAB40C"
"NM_001172666>RAB40C","RAB40C"
"NM_001172670>ZNF668","ZNF668"
"NM_001172671>ZNF430","ZNF430"
"NM_001172674>ZNF347","ZNF347"
"NM_001172675>ZNF347","ZNF347"
"NM_001172677>ZNF607","ZNF607"
"NM_001172679>ZNF764","ZNF764"
"NM_001172681>ZNF641","ZNF641"
"NM_001172682>ZNF641","ZNF641"
"NM_001172684>CELF6","CELF6"
"NM_001172685>CELF6","CELF6"
"NM_001172688>GGA1","GGA1"
"NM_001172690>ZNF573","ZNF573"
"NM_001172698>PPARGC1B","PPARGC1B"
"NM_001172699>PPARGC1B","PPARGC1B"
"NM_001172700>SHROOM1","SHROOM1"
"NM_001172703>GGA3","GGA3"
"NM_001172705>EIF4G2","EIF4G2"
"NM_001172712>SP3","SP3"
"NM_001172713>GOLGA4","GOLGA4"
"NM_001172735>PPP1R16B","PPP1R16B"
"NM_001172745>SEC23B","SEC23B"
"NM_001172746>SEC23B","SEC23B"
"NM_001172773>ZNF548","ZNF548"
"NM_001172774>DPY19L3","DPY19L3"
"NM_001172775>ZNF555","ZNF555"
"NM_001172819>PGM1","PGM1"
"NM_001172828>YTHDF2","YTHDF2"
"NM_001172831>ZNF300","ZNF300"
"NM_001172832>ZNF300","ZNF300"
"NM_001172>ARG2","ARG2"
"NM_001173128>YTHDF2","YTHDF2"
"NM_001173408>OBSL1","OBSL1"
"NM_001173452>TFCP2","TFCP2"
"NM_001173453>TFCP2","TFCP2"
"NM_001173454>PDHA1","PDHA1"
"NM_001173455>PDHA1","PDHA1"
"NM_001173456>PDHA1","PDHA1"
"NM_001173463>KIF21A","KIF21A"
"NM_001173465>KIF21A","KIF21A"
"NM_001173468>PDHB","PDHB"
"NM_001173473.1>ASMTL","ASMTL"
"NM_001173473>ASMTL","ASMTL"
"NM_001173474.1>ASMTL","ASMTL"
"NM_001173474>ASMTL","ASMTL"
"NM_001173479>ARHGEF9","ARHGEF9"
"NM_001173480>ARHGEF9","ARHGEF9"
"NM_001173482>CRBN","CRBN"
"NM_001173484>NEBL","NEBL"
"NM_001173487>NKRF","NKRF"
"NM_001173488>NKRF","NKRF"
"NM_001173498>MAN2B1","MAN2B1"
"NM_001173512>MRRF","MRRF"
"NM_001173514>TYROBP","TYROBP"
"NM_001173515>TYROBP","TYROBP"
"NM_001173516>MAP7D3","MAP7D3"
"NM_001173524>RO60","RO60"
"NM_001173533>DGCR2","DGCR2"
"NM_001173534>DGCR2","DGCR2"
"NM_001173539>BANP","BANP"
"NM_001173540>BANP","BANP"
"NM_001173541>BANP","BANP"
"NM_001173542>BANP","BANP"
"NM_001173977>CARMIL1","CARMIL1"
"NM_001173982>CHST11","CHST11"
"NM_001173984>BRD7","BRD7"
"NM_001173988>RABL6","RABL6"
"NM_001173989>RABL6","RABL6"
"NM_001173990>TMEM216","TMEM216"
"NM_001173991>TMEM216","TMEM216"
"NM_001173>ARHGAP5","ARHGAP5"
"NM_001174060>OSBPL10","OSBPL10"
"NM_001174061>SMG7","SMG7"
"NM_001174065>FGFR1","FGFR1"
"NM_001174066>FGFR1","FGFR1"
"NM_001174071>SERINC5","SERINC5"
"NM_001174072>SERINC5","SERINC5"
"NM_001174081>NLRP2","NLRP2"
"NM_001174082>NLRP2","NLRP2"
"NM_001174084>POLL","POLL"
"NM_001174085>POLL","POLL"
"NM_001174087>NCOA3","NCOA3"
"NM_001174088>NCOA3","NCOA3"
"NM_001174092>TMEM185A","TMEM185A"
"NM_001174093>ZEB1","ZEB1"
"NM_001174095>ZEB1","ZEB1"
"NM_001174096>ZEB1","ZEB1"
"NM_001174098>SLC29A3","SLC29A3"
"NM_001174100>PCBP4","PCBP4"
"NM_001174102>PRR7","PRR7"
"NM_001174103>RSKR","RSKR"
"NM_001174104>CD14","CD14"
"NM_001174105>CD14","CD14"
"NM_001174108>ZBED6","ZBED6"
"NM_001174116>DMXL2","DMXL2"
"NM_001174117>DMXL2","DMXL2"
"NM_001174119>ZFYVE27","ZFYVE27"
"NM_001174120>ZFYVE27","ZFYVE27"
"NM_001174121>ZFYVE27","ZFYVE27"
"NM_001174122>ZFYVE27","ZFYVE27"
"NM_001174124>GOLGA7","GOLGA7"
"NM_001174125>SLC11A2","SLC11A2"
"NM_001174126>SLC11A2","SLC11A2"
"NM_001174127>SLC11A2","SLC11A2"
"NM_001174128>SLC11A2","SLC11A2"
"NM_001174130>SLC11A2","SLC11A2"
"NM_001174150>ARL13B","ARL13B"
"NM_001174151>ARL13B","ARL13B"
"NM_001174152>RABEPK","RABEPK"
"NM_001174156>SAMD8","SAMD8"
"NM_001174157>ZFAT","ZFAT"
"NM_001174158>ZFAT","ZFAT"
"NM_001174166>SLC16A6","SLC16A6"
"NM_001174167>SYK","SYK"
"NM_001174168>SYK","SYK"
"NM_001175>ARHGDIB","ARHGDIB"
"NM_001177306>PAM","PAM"
"NM_001177310>TRPM6","TRPM6"
"NM_001177311>TRPM6","TRPM6"
"NM_001177314>RRAS2","RRAS2"
"NM_001177381>CPEB2","CPEB2"
"NM_001177382>CPEB2","CPEB2"
"NM_001177383>CPEB2","CPEB2"
"NM_001177384>CPEB2","CPEB2"
"NM_001177387>ATXN7","ATXN7"
"NM_001177413>RPS27A","RPS27A"
"NM_001177475>MOSPD2","MOSPD2"
"NM_001177506>AOAH","AOAH"
"NM_001177507>AOAH","AOAH"
"NM_001177519>MICA","MICA"
"NM_001177520>ALPL","ALPL"
"NM_001177547>SIGLEC6","SIGLEC6"
"NM_001177549>SIGLEC6","SIGLEC6"
"NM_001177562>PPP2R1B","PPP2R1B"
"NM_001177563>PPP2R1B","PPP2R1B"
"NM_001177591>PPP2R2A","PPP2R2A"
"NM_001177608>CD33","CD33"
"NM_001177635>DAG1","DAG1"
"NM_001177637>DAG1","DAG1"
"NM_001177639>DAG1","DAG1"
"NM_001177640>DAG1","DAG1"
"NM_001177651>SLC9A6","SLC9A6"
"NM_001177663>RIF1","RIF1"
"NM_001177664>RIF1","RIF1"
"NM_001177665>RIF1","RIF1"
"NM_001177676>GPR68","GPR68"
"NM_001177701>IFT27","IFT27"
"NM_001177716>KLF11","KLF11"
"NM_001177718>KLF11","KLF11"
"NM_001177801>RANGRF","RANGRF"
"NM_001177802>RANGRF","RANGRF"
"NM_001177842>SRPRA","SRPRA"
"NM_001177996>PHETA1","PHETA1"
"NM_001177997>PHETA1","PHETA1"
"NM_001177>ARL1","ARL1"
"NM_001178008>CBS","CBS"
"NM_001178030>SF1","SF1"
"NM_001178031>SF1","SF1"
"NM_001178032>ZC4H2","ZC4H2"
"NM_001178033>ZC4H2","ZC4H2"
"NM_001178035>CEP85L","CEP85L"
"NM_001178040>STX3","STX3"
"NM_001178043>DBI","DBI"
"NM_001178046>MX1","MX1"
"NM_001178055>PARP8","PARP8"
"NM_001178056>PARP8","PARP8"
"NM_001178064>NSMF","NSMF"
"NM_001178075>ASNS","ASNS"
"NM_001178077>ASNS","ASNS"
"NM_001178078>STAT6","STAT6"
"NM_001178079>STAT6","STAT6"
"NM_001178080>STAT6","STAT6"
"NM_001178081>STAT6","STAT6"
"NM_001178083>EXT2","EXT2"
"NM_001178084>ZFX","ZFX"
"NM_001178085>ZFX","ZFX"
"NM_001178086>ZFX","ZFX"
"NM_001178088>SYNJ2","SYNJ2"
"NM_001178091>BCAT1","BCAT1"
"NM_001178092>BCAT1","BCAT1"
"NM_001178093>BCAT1","BCAT1"
"NM_001178094>BCAT1","BCAT1"
"NM_001178095>ZFX","ZFX"
"NM_001178098>CD19","CD19"
"NM_001178099>ZNF182","ZNF182"
"NM_001178100>CD8B","CD8B"
"NM_001178101>ZNF37A","ZNF37A"
"NM_001178106>ZNF185","ZNF185"
"NM_001178107>ZNF185","ZNF185"
"NM_001178108>ZNF185","ZNF185"
"NM_001178112>SCAMP5","SCAMP5"
"NM_001178113>ZNF185","ZNF185"
"NM_001178115>ZNF185","ZNF185"
"NM_001178118>MINPP1","MINPP1"
"NM_001178120>ABI1","ABI1"
"NM_001178121>ABI1","ABI1"
"NM_001178123>ABI1","ABI1"
"NM_001178124>ABI1","ABI1"
"NM_001178125>ABI1","ABI1"
"NM_001178126>IGLL5","IGLL5"
"NM_001178130>EGF","EGF"
"NM_001178136>PUDP","PUDP"
"NM_001178137>CPEB3","CPEB3"
"NM_001178138>TFDP2","TFDP2"
"NM_001178139>TFDP2","TFDP2"
"NM_001178140>TFDP2","TFDP2"
"NM_001178141>TFDP2","TFDP2"
"NM_001178142>TFDP2","TFDP2"
"NM_001178>ARNTL","ARNTL"
"NM_001181>ASGR2","ASGR2"
"NM_001183>ATP6AP1","ATP6AP1"
"NM_001184700>UGDH","UGDH"
"NM_001184701>UGDH","UGDH"
"NM_001184705>HADH","HADH"
"NM_001184714>SLAMF6","SLAMF6"
"NM_001184715>SLAMF6","SLAMF6"
"NM_001184716>SLAMF6","SLAMF6"
"NM_001184718>TIPARP","TIPARP"
"NM_001184720>GYG1","GYG1"
"NM_001184721>GYG1","GYG1"
"NM_001184726>TCN2","TCN2"
"NM_001184727>GPRASP1","GPRASP1"
"NM_001184728>PIGT","PIGT"
"NM_001184729>PIGT","PIGT"
"NM_001184730>PIGT","PIGT"
"NM_001184740>CTTN","CTTN"
"NM_001184742>ZBTB33","ZBTB33"
"NM_001184743>PGBD1","PGBD1"
"NM_001184745>PPP1R3F","PPP1R3F"
"NM_001184750>SLITRK4","SLITRK4"
"NM_001184760>CLTA","CLTA"
"NM_001184763>UHMK1","UHMK1"
"NM_001184772>BCORL1","BCORL1"
"NM_001184781>DGCR2","DGCR2"
"NM_001184782>RADX","RADX"
"NM_001184792>PARD3","PARD3"
"NM_001184795>PEX11B","PEX11B"
"NM_001184796>ESYT1","ESYT1"
"NM_001184797>TMLHE","TMLHE"
"NM_001184808>CD99L2","CD99L2"
"NM_001184813>CEACAM1","CEACAM1"
"NM_001184815>CEACAM1","CEACAM1"
"NM_001184816>CEACAM1","CEACAM1"
"NM_001184819>GNL3L","GNL3L"
"NM_001184823>VDAC2","VDAC2"
"NM_001184830>VSIG4","VSIG4"
"NM_001184831>VSIG4","VSIG4"
"NM_001184854>KLHDC4","KLHDC4"
"NM_001184856>KLHDC4","KLHDC4"
"NM_001184866>FCRLA","FCRLA"
"NM_001184870>FCRLA","FCRLA"
"NM_001184871>FCRLA","FCRLA"
"NM_001184872>FCRLA","FCRLA"
"NM_001184873>FCRLA","FCRLA"
"NM_001184879>CD84","CD84"
"NM_001184881>CD84","CD84"
"NM_001184882>CD84","CD84"
"NM_001184883>PLCB3","PLCB3"
"NM_001184888>NIPA2","NIPA2"
"NM_001184889>NIPA2","NIPA2"
"NM_001184891>FLAD1","FLAD1"
"NM_001184892>FLAD1","FLAD1"
"NM_001184896>PHF8","PHF8"
"NM_001184897>PHF8","PHF8"
"NM_001184898>PHF8","PHF8"
"NM_001184900>CARD8","CARD8"
"NM_001184901>CARD8","CARD8"
"NM_001184902>CARD8","CARD8"
"NM_001184903>CARD8","CARD8"
"NM_001184904>CARD8","CARD8"
"NM_001184906>FBXL20","FBXL20"
"NM_001184917>PCYT2","PCYT2"
"NM_001184937>EPB41L5","EPB41L5"
"NM_001184940>FAM219A","FAM219A"
"NM_001184941>FAM219A","FAM219A"
"NM_001184942>FAM219A","FAM219A"
"NM_001184943>FAM219A","FAM219A"
"NM_001184945>FAM219A","FAM219A"
"NM_001184960>SH3KBP1","SH3KBP1"
"NM_001184965>WDR44","WDR44"
"NM_001184970>PACSIN2","PACSIN2"
"NM_001184971>PACSIN2","PACSIN2"
"NM_001184976>NCKAP1L","NCKAP1L"
"NM_001184979>NDUFS5","NDUFS5"
"NM_001184985>WNK1","WNK1"
"NM_001184987>NDUFC1","NDUFC1"
"NM_001184989>NDUFC1","NDUFC1"
"NM_001184990>NDUFC1","NDUFC1"
"NM_001184991>NDUFC1","NDUFC1"
"NM_001184992>RNF135","RNF135"
"NM_001184998>MARF1","MARF1"
"NM_001184999>MARF1","MARF1"
"NM_001184>ATR","ATR"
"NM_001185009>RNF4","RNF4"
"NM_001185010>RNF4","RNF4"
"NM_001185011>NCAPH2","NCAPH2"
"NM_001185012>NDUFA2","NDUFA2"
"NM_001185015>SP110","SP110"
"NM_001185039>ACOX1","ACOX1"
"NM_001185054>ADD2","ADD2"
"NM_001185059>TUT7","TUT7"
"NM_001185063>ZNF75D","ZNF75D"
"NM_001185074>TUT7","TUT7"
"NM_001185075>FMR1","FMR1"
"NM_001185076>FMR1","FMR1"
"NM_001185077>ARHGDIA","ARHGDIA"
"NM_001185080>CLDN15","CLDN15"
"NM_001185081>FMR1","FMR1"
"NM_001185082>FMR1","FMR1"
"NM_001185092>NIT1","NIT1"
"NM_001185093>NIT1","NIT1"
"NM_001185094>NIT1","NIT1"
"NM_001185100>CD22","CD22"
"NM_001185101>CD22","CD22"
"NM_001185118>MYNN","MYNN"
"NM_001185127>VAMP4","VAMP4"
"NM_001185181>PFDN6","PFDN6"
"NM_001185183.1>VAMP7","VAMP7"
"NM_001185183>VAMP7","VAMP7"
"NM_001186>BACH1","BACH1"
"NM_001188>BAK1","BAK1"
"NM_001190182>CCDC17","CCDC17"
"NM_001190201>CES4A","CES4A"
"NM_001190202>CES4A","CES4A"
"NM_001190241>IFT80","IFT80"
"NM_001190242>IFT80","IFT80"
"NM_001190255>ZNF630","ZNF630"
"NM_001190259>GCSAM","GCSAM"
"NM_001190260>GCSAM","GCSAM"
"NM_001190263>C1D","C1D"
"NM_001190266>ATG16L1","ATG16L1"
"NM_001190267>ATG16L1","ATG16L1"
"NM_001190274>FBXO11","FBXO11"
"NM_001190316>IP6K2","IP6K2"
"NM_001190317>IP6K2","IP6K2"
"NM_001190326>DGCR8","DGCR8"
"NM_001190329>ATP5MC3","ATP5MC3"
"NM_001190383>GNE","GNE"
"NM_001190384>GNE","GNE"
"NM_001190388>GNE","GNE"
"NM_001190411>RPH3AL","RPH3AL"
"NM_001190413>RPH3AL","RPH3AL"
"NM_001190417>ZNF674","ZNF674"
"NM_001190438>NCOR1","NCOR1"
"NM_001190440>NCOR1","NCOR1"
"NM_001190442>CAST","CAST"
"NM_001190456>CORO2B","CORO2B"
"NM_001190458>DOCK8","DOCK8"
"NM_001190707>ALS2CL","ALS2CL"
"NM_001190716>DNM2","DNM2"
"NM_001190720>IKBKB","IKBKB"
"NM_001190723>LRSAM1","LRSAM1"
"NM_001190764>TMEM238","TMEM238"
"NM_001190789>NCF2","NCF2"
"NM_001190791>ZNF317","ZNF317"
"NM_001190794>NCF2","NCF2"
"NM_001190796>NCK1","NCK1"
"NM_001190801>PLK4","PLK4"
"NM_001190809>DHX35","DHX35"
"NM_001190810>AGAP9","AGAP9"
"NM_001190822>SMAD7","SMAD7"
"NM_001190826>FAM217B","FAM217B"
"NM_001190827>FAM217B","FAM217B"
"NM_001190828>FCGR2B","FCGR2B"
"NM_001190836>DCTN1","DCTN1"
"NM_001190837>DCTN1","DCTN1"
"NM_001190847>CNOT4","CNOT4"
"NM_001190848>CNOT4","CNOT4"
"NM_001190849>CNOT4","CNOT4"
"NM_001190850>CNOT4","CNOT4"
"NM_001190879>ORC4","ORC4"
"NM_001190882>ORC4","ORC4"
"NM_001190918>THRA","THRA"
"NM_001190942>TNFSF10","TNFSF10"
"NM_001190943>TNFSF10","TNFSF10"
"NM_001190945>TRAF1","TRAF1"
"NM_001190946>FAM193B","FAM193B"
"NM_001190947>TRAF1","TRAF1"
"NM_001190964>ZMYM2","ZMYM2"
"NM_001190965>ZMYM2","ZMYM2"
"NM_001190972>C8orf88","C8orf88"
"NM_001190977>YAF2","YAF2"
"NM_001190979>YAF2","YAF2"
"NM_001190980>YAF2","YAF2"
"NM_001190981>IL6ST","IL6ST"
"NM_001190983>COQ7","COQ7"
"NM_001190986>CRISP3","CRISP3"
"NM_001190987>SRSF11","SRSF11"
"NM_001190991>CNPY2","CNPY2"
"NM_001190992>SLC33A1","SLC33A1"
"NM_001190995>IPO8","IPO8"
"NM_001190>BCAT2","BCAT2"
"NM_001191003>GSTO1","GSTO1"
"NM_001191005>SRSF10","SRSF10"
"NM_001191007>SRSF10","SRSF10"
"NM_001191022>CTCF","CTCF"
"NM_001191028>TNPO3","TNPO3"
"NM_001191036>TRIQK","TRIQK"
"NM_001191037>PSMD1","PSMD1"
"NM_001191049>SEC31A","SEC31A"
"NM_001191060>SLC25A22","SLC25A22"
"NM_001191061>SLC25A22","SLC25A22"
"NM_001191324>RNF138","RNF138"
"NM_001191>BCL2L1","BCL2L1"
"NM_001192>TNFRSF17","TNFRSF17"
"NM_001193267>SIRT5","SIRT5"
"NM_001193270>MSL3","MSL3"
"NM_001193272>RBBP5","RBBP5"
"NM_001193273>RBBP5","RBBP5"
"NM_001193285>SIRT6","SIRT6"
"NM_001193286>SIRT2","SIRT2"
"NM_001193289>APOBEC3A_B","APOBEC3A_B"
"NM_001193301>SEMA4A","SEMA4A"
"NM_001193302>SEMA4A","SEMA4A"
"NM_001193304>TMEM127","TMEM127"
"NM_001193306>FPR1","FPR1"
"NM_001193307>SAMD9","SAMD9"
"NM_001193308>SYTL1","SYTL1"
"NM_001193314>VIPAS39","VIPAS39"
"NM_001193315>VIPAS39","VIPAS39"
"NM_001193316>VIPAS39","VIPAS39"
"NM_001193317>VIPAS39","VIPAS39"
"NM_001193321>IKBKE","IKBKE"
"NM_001193322>IKBKE","IKBKE"
"NM_001193328>ZNF692","ZNF692"
"NM_001193331>AOPEP","AOPEP"
"NM_001193333>CORO1A","CORO1A"
"NM_001193334>WLS","WLS"
"NM_001193338>FCMR","FCMR"
"NM_001193348>MEF2C","MEF2C"
"NM_001193349>MEF2C","MEF2C"
"NM_001193357>NUP62","NUP62"
"NM_001193360>EXD2","EXD2"
"NM_001193361>EXD2","EXD2"
"NM_001193369>DIDO1","DIDO1"
"NM_001193370>DIDO1","DIDO1"
"NM_001193388>UNKL","UNKL"
"NM_001193389>UNKL","UNKL"
"NM_001193397>PTPA","PTPA"
"NM_001193414>TUBA8","TUBA8"
"NM_001193416>DDX3X","DDX3X"
"NM_001193417>DDX3X","DDX3X"
"NM_001193421>TSHZ2","TSHZ2"
"NM_001193431>PTPN22","PTPN22"
"NM_001193451>TMTC1","TMTC1"
"NM_001193452>NUDT16L1","NUDT16L1"
"NM_001193455>NSUN2","NSUN2"
"NM_001193457>IFFO1","IFFO1"
"NM_001193461>MSRB3","MSRB3"
"NM_001193465>KANSL1","KANSL1"
"NM_001193466>KANSL1","KANSL1"
"NM_001193476>SLC26A8","SLC26A8"
"NM_001193478>CDADC1","CDADC1"
"NM_001193480>ALDH8A1","ALDH8A1"
"NM_001193482>LIMS1","LIMS1"
"NM_001193483>LIMS1","LIMS1"
"NM_001193484>LIMS1","LIMS1"
"NM_001193485>LIMS1","LIMS1"
"NM_001193488>LIMS1","LIMS1"
"NM_001193489>SECISBP2L","SECISBP2L"
"NM_001193493>SLC1A4","SLC1A4"
"NM_001193495>ADAR","ADAR"
"NM_001193508>REST","REST"
"NM_001193509>TTC27","TTC27"
"NM_001193511>MAP3K12","MAP3K12"
"NM_001193513>SLC30A6","SLC30A6"
"NM_001193514>SLC30A6","SLC30A6"
"NM_001193515>SLC30A6","SLC30A6"
"NM_001193517>CHMP3","CHMP3"
"NM_001193522>RIPOR1","RIPOR1"
"NM_001193523>RIPOR1","RIPOR1"
"NM_001193524>RIPOR1","RIPOR1"
"NM_001193528>SCRN3","SCRN3"
"NM_001193531>TMEM116","TMEM116"
"NM_001193533>NEK4","NEK4"
"NM_001193534>FBXL5","FBXL5"
"NM_001193535>FBXL5","FBXL5"
"NM_001193536>DOCK8","DOCK8"
"NM_001193538>TMEM126B","TMEM126B"
"NM_001193544>ANXA6","ANXA6"
"NM_001193552>ZNF850","ZNF850"
"NM_001193557>ENY2","ENY2"
"NM_001193570>CSRP1","CSRP1"
"NM_001193572>CSRP1","CSRP1"
"NM_001193599>SCP2","SCP2"
"NM_001193600>SCP2","SCP2"
"NM_001193609>TUBD1","TUBD1"
"NM_001193613>TUBD1","TUBD1"
"NM_001193617>SCP2","SCP2"
"NM_001193637>DHRS4L2","DHRS4L2"
"NM_001193644>PEX19","PEX19"
